seq_sync_count,reg,,22,,0016,,7:0,0,r/w,Sync Counter Load value for Sequencer,i_digcore.i_sequencer.conf_seq_sync_count_i,,8
seq_cmp_source,reg,,23,,0017,,5:0,0,r/w,Source selection for compare operation,i_digcore.i_sequencer.conf_seq_cmp_source_i,,6
seq_cmp_reg,reg,,24,,0018,,7:0,0,r/w,Compare Value Register for JUMPC,i_digcore.i_sequencer.conf_seq_cmp_reg_i,,8
seq_cmp_mask,reg,,25,,0019,,7:0,0,r/w,Compare Mask Register for JUMPC,i_digcore.i_sequencer.conf_seq_cmp_mask_i,,8
seq_isr_lo,reg,,26,,001A,,7:0,0,r/w,Sequencer ISR Start Adress [7:0],i_digcore.i_sequencer.conf_seq_isr_lo_i,,
seq_isr_hi,reg,,27,,001B,,2:0,0,r/w,Sequencer ISR Start Adress [10:8],i_digcore.i_sequencer.conf_seq_isr_hi_i,,
seq_clockvec_mask,reg,,28,,001C,,7:0,0,r/w,,i_digcore.i_sequencer.conf_seq_clockvec_mask_i,,
seq_clockvec_val,reg,,29,,001D,,7:0,0,r/w,,i_digcore.i_sequencer.conf_seq_clockvec_val_i,,
# --- PIRQ Configuration -----,,,-29,,,,,,,,,,
pirq0_ctrl,reg,,30,,001E,,,,,,,,
,,,-30,,,pirq0_mode,5:4,2,r/w,PIRQ-Mode 0=direct / 1=sync-1 cycle / 2=sync-2-cycle,i_digcore.i_pirq.conf_pirq0_mode_i,,
,,,-30,,,no_reg2,3,0,r/w,,,,
,,,-30,,,pirq0_debounce,2,0,r/w,Debounce Mode (3 cycles ) / Input depends on Mode,i_digcore.i_pirq.conf_pirq0_debounce_i,,
,,,-30,,,pirq0_polarity,1,1,r/w,PIRQ active Polarity,i_digcore.i_pirq.conf_pirq0_polarity_i,,
,,,-30,,,pirq0_enable,0,0,r/w,PIRQ Enable,i_digcore.i_pirq.conf_pirq0_enable_i,,
pirq1_ctrl,reg,,31,,001F,,,,,,,,
,,,-31,,,pirq1_mode,5:4,2,r/w,PIRQ-Mode 0=direct / 1=sync-1 cycle / 2=sync-2-cycle,i_digcore.i_pirq.conf_pirq1_mode_i,,
,,,-31,,,no_reg3,3,0,r/w,,,,
,,,-31,,,pirq1_debounce,2,0,r/w,Debounce Mode (3 cycles ) / Input depends on Mode,i_digcore.i_pirq.conf_pirq1_debounce_i,,
,,,-31,,,pirq1_polarity,1,1,r/w,PIRQ active Polarity,i_digcore.i_pirq.conf_pirq1_polarity_i,,
,,,-31,,,pirq1_enable,0,0,r/w,PIRQ Enable,i_digcore.i_pirq.conf_pirq1_enable_i,,
# --- TX Configuration -----,,,-31,,,,,,,,,,
tx_ctrl,reg,,32,,0020,,,,,Control for all channels,,,
,,,-32,,,tx_clkpad_en_n,6,1,r/w,Enable TX Clock Pad,i_padring.conf_tx_clkpad_en_n_i,,
,,,-32,,,tx_clk_en,5,0,r/w,Enable the TX clock,i_digcore.i_test_reset.conf_tx_clk_en_i,,
,,,-32,,,tx_aadc_addside,4,1,r/w,Add 2bit Selection to AADC data[15:14],i_digcore.i_tx.conf_tx_aadc_addside_i,,
,,,-32,,,tx_vadc_addsync,3,1,r/w,Add 2bit ( Frame+LineSync) to VADC data[15:14],i_digcore.i_tx.conf_tx_vadc_addsync_i,,
,,,-32,,,tx_crc,2,0,r/w,Add CRC to Frame Header ( and after EOF ),i_digcore.i_tx.conf_tx_crc_i,,
,,,-32,,,tx_eof,1,1,r/w,Send EOF at end of Frame,i_digcore.i_tx.conf_tx_eof_i,,
,,,-32,,,tx_learn,0,0,r/w,Send Learning Pattern instead of frame or IDLE,i_digcore.i_tx.conf_tx_learn_i,,
tx_pattern_sof,reg,,33,,0021,,7:0,4,r/w,Start Of Frame Code,i_digcore.i_tx.conf_tx_pattern_sof_i,,
tx_pattern_eof,reg,,34,,0022,,7:0,3,r/w,End Of Frame Code,i_digcore.i_tx.conf_tx_pattern_eof_i,,
tx_pattern_skip,reg,,35,,0023,,7:0,2,r/w,Skip Data Code,i_digcore.i_tx.conf_tx_pattern_skip_i,,
tx_pattern_learn,reg,,36,,0024,,7:0,1,r/w,Learn Pattern,i_digcore.i_tx.conf_tx_pattern_learn_i,,
tx_lvds_biasmodule,reg,,37,,0025,,,,,,,,
,,,-37,,,biasmodule_sel_vref_ext,1,1,r/w,"Common mode voltage sel (1=int BGR, 0 = int Biasmodule)",i_padring.conf_biasmodule_sel_vref_ext_i,,
,,,-37,,,biasmodule_enable_n,0,1,r/w,Enable LVDS biasmodule,i_padring.conf_biasmodule_enable_n_i,,
tx_ch7_0_en,reg,,38,,0026,,7:0,0,r/w,Enable Channel 0->7 / Channel independent,i_digcore.i_tx.conf_tx_en_i[7:0],,
tx_ch7_0_rst,reg,,39,,0027,,7:0,0,w/pulse,Reset Channel 0->7 / Channel independent / Pulse,i_digcore.i_tx.conf_tx_rst_i[7:0],,
tx_ch7_0_start,reg,,40,,0028,,7:0,0,w/pulse,Start new Frame on Channel 0->7 / independent / Pulse,i_digcore.i_tx.conf_tx_start_i[7:0],,
tx_ch7_0_stop,reg,,41,,0029,,7:0,0,w/pulse,Stop Frame Channel 0->7 / Independent / Pulse,i_digcore.i_tx.conf_tx_stop_i[7:0],,
tx_ch3_0_ft,reg,,42,,002A,,,,,,,,
,,,-42,,,tx3_ft,7:6,0,r/w,Frame Type (see Spec) / Channel 3,i_digcore.i_tx.conf_tx3_ft_i,,
,,,-42,,,tx2_ft,5:4,0,r/w,Frame Type (see Spec) / Channel 2,i_digcore.i_tx.conf_tx2_ft_i,,
,,,-42,,,tx1_ft,3:2,0,r/w,Frame Type (see Spec) / Channel 1,i_digcore.i_tx.conf_tx1_ft_i,,
,,,-42,,,tx0_ft,1:0,0,r/w,Frame Type (see Spec) / Channel 0,i_digcore.i_tx.conf_tx0_ft_i,,
tx_ch7_4_ft,reg,,43,,002B,,,,,,,,
,,,-43,,,tx7_ft,7:6,0,r/w,Frame Type (see Spec) / Channel 7,i_digcore.i_tx.conf_tx7_ft_i,,
,,,-43,,,tx6_ft,5:4,0,r/w,Frame Type (see Spec) / Channel 6,i_digcore.i_tx.conf_tx6_ft_i,,
,,,-43,,,tx5_ft,3:2,0,r/w,Frame Type (see Spec) / Channel 5,i_digcore.i_tx.conf_tx5_ft_i,,
,,,-43,,,tx4_ft,1:0,0,r/w,Frame Type (see Spec) / Channel 4,i_digcore.i_tx.conf_tx4_ft_i,,
tx_ch8_ctrl,reg,,44,,002C,,,,,,,,
,,,-44,,,tx8_ft,5:4,0,r/w,Frame Type (see Spec) / Channel 8,i_digcore.i_tx.conf_tx8_ft_i,,
,,,-44,,,tx8_stop,3,0,w/pulse,Stop Frame Channel 8  / Pulse,i_digcore.i_tx.conf_tx_stop_i[8:8],,
,,,-44,,,tx8_start,2,0,w/pulse,Start new Frame on Channel 8 / Pulse,i_digcore.i_tx.conf_tx_start_i[8:8],,
,,,-44,,,tx8_rst,1,0,w/pulse,Reset Channel 8 / Pulse,i_digcore.i_tx.conf_tx_rst_i[8:8],,
,,,-44,,,tx8_en,0,0,r/w,Enable Channel 8,i_digcore.i_tx.conf_tx_en_i[8:8],,
tx_ch0_source_0,reg,,45,,002D,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx0_source_i[7:0],,
tx_ch0_source_1,reg,,46,,002E,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx0_source_i[11:8],,
tx_ch1_source_0,reg,,47,,002F,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx1_source_i[7:0],,
tx_ch1_source_1,reg,,48,,0030,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx1_source_i[11:8],,
tx_ch2_source_0,reg,,49,,0031,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx2_source_i[7:0],,
tx_ch2_source_1,reg,,50,,0032,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx2_source_i[11:8],,
tx_ch3_source_0,reg,,51,,0033,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx3_source_i[7:0],,
tx_ch3_source_1,reg,,52,,0034,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx3_source_i[11:8],,
tx_ch4_source_0,reg,,53,,0035,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx4_source_i[7:0],,
tx_ch4_source_1,reg,,54,,0036,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx4_source_i[11:8],,
tx_ch5_source_0,reg,,55,,0037,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx5_source_i[7:0],,
tx_ch5_source_1,reg,,56,,0038,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx5_source_i[11:8],,
tx_ch6_source_0,reg,,57,,0039,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx6_source_i[7:0],,
tx_ch6_source_1,reg,,58,,003A,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx6_source_i[11:8],,
tx_ch7_source_0,reg,,59,,003B,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx7_source_i[7:0],,
tx_ch7_source_1,reg,,60,,003C,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx7_source_i[11:8],,
tx_ch8_source_0,reg,,61,,003D,,7:0,0,r/w,Source for TX Frames ( see spec ) [7:0],i_digcore.i_tx.conf_tx8_source_i[7:0],,
tx_ch8_source_1,reg,,62,,003E,,3:0,0,r/w,Source for TX Frames ( see spec ) [11:8],i_digcore.i_tx.conf_tx8_source_i[11:8],,
tx_data_reg0_0,reg,,63,,003F,,7:0,0,r/w,TX Data Reg0 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg0_i[7:0],,
tx_data_reg0_1,reg,,64,,0040,,7:0,0,r/w,TX Data Reg0 [15:8]  to be passed to TX Frames,i_digcore.i_tx.reg0_i[15:8],,
tx_data_reg1_0,reg,,65,,0041,,7:0,0,r/w,TX Data Reg1 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg1_i[7:0],,
tx_data_reg1_1,reg,,66,,0042,,7:0,0,r/w,TX Data Reg1 [15:8]  to be passed to TX Frames,i_digcore.i_tx.reg1_i[15:8],,
tx_data_reg2_0,reg,,67,,0043,,7:0,0,r/w,TX Data Reg2 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg2_i[7:0],,
tx_data_reg2_1,reg,,68,,0044,,7:0,0,r/w,TX Data Reg2 [15:8]  to be passed to TX Frames,i_digcore.i_tx.reg2_i[15:8],,
tx_data_reg3_0,reg,,69,,0045,,7:0,0,r/w,TX Data Reg3 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg3_i[7:0],,
tx_data_reg3_1,reg,,70,,0046,,7:0,0,r/w,TX Data Reg3 [15:8]  to be passed to TX Frames,i_digcore.i_tx.reg3_i[15:8],,
tx_data_reg4,reg,,71,,0047,,7:0,0,r/w,TX Data Reg4 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg4_i,,
tx_data_reg5,reg,,72,,0048,,7:0,0,r/w,TX Data Reg5 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg5_i,,
tx_data_reg6,reg,,73,,0049,,7:0,0,r/w,TX Data Reg6 [7:0]  to be passed to TX Frames,i_digcore.i_tx.reg6_i,,
# --- Cont ClkGen ---,,,-73,,,,,,,,,,0
cck_cntrl0,reg,,74,,004A,,,,,Configuration/control for Cont. Clock Gen,,,0
,,,-74,,,cckn_reset_pol,4,1,r/w,CCKN output state during reset,i_digcore.i_cckgen.conf_cckn_reset_pol_i,,0
,,,-74,,,cck_reset_pol,3,1,r/w,CCK output state during reset,i_digcore.i_cckgen.conf_cck_reset_pol_i,,
,,,-74,,,cck_stop,2,0,r/w,CCK Stop >> will go to IDLE mode with next Sync,i_digcore.i_cckgen.conf_cck_stop_i,,
,,,-74,,,cck_enable,1,0,r/w,CCK Enable(1) / Disable(0) >> will go to IDLE immediatley,i_digcore.i_cckgen.conf_cck_enable_i,,
,,,-74,,,cck_reset,0,0,w/pulse,Reset-Pulse,i_digcore.i_cckgen.conf_cck_reset_i,,
cck_cntrl1,reg,,75,,004B,,,,,,,,
,,,-75,,,cck_use_seq_gate,6,0,r/w,Gate on Sequencer DOUT[7],i_digcore.i_cckgen.conf_cck_use_seq_gate_i,,
,,,-75,,,cckn_use_seq_gate,5,0,r/w,Gate on Sequencer DOUT[7],i_digcore.i_cckgen.conf_cckn_use_seq_gate_i,,
,,,-75,,,cck_seq_gate_func,4,0,r/w,Gate Function 0=OR / 1=AND,i_digcore.i_cckgen.conf_cck_seq_gate_func_i,,
,,,-75,,,cckn_seq_gate_func,3,0,r/w,Gate Function 0=OR / 1=AND,i_digcore.i_cckgen.conf_cckn_seq_gate_func_i,,
,,,-75,,,cckn_seq_gate_invert,2,0,r/w,Invert Sequencer Gate for CCKN,i_digcore.i_cckgen.conf_cckn_seq_gate_invert_i,,
,,,-75,,,cck_cmd_delay,1:0,0,r/w,Delay ( cycles ) between command and action,i_digcore.i_cckgen.conf_cck_cmd_delay_i,,
cck_cntrl2,reg,,76,,004C,,,,,,,,0
,,,-76,,,cck_use_acq_sync,5,0,r/w,Synchronize on VACQ Start,i_digcore.i_cckgen.conf_cck_use_acq_sync_i,,
,,,-76,,,cck_use_seq_sync,4,0,r/w,Synchronize on Sequencer Start  REG6(SFR)[4],i_digcore.i_cckgen.conf_cck_use_seq_sync_i,,
,,,-76,,,cck_halt_on_seq_halt,3,0,r/w,Halt on Sequencer Halt ( will halt the CCK >> can continue),i_digcore.i_cckgen.conf_halt_on_seq_halt_i,,
,,,-76,,,cck_halt_on_seq_busy,2,0,r/w,Halt on Sequencer BUSY ( DisAckn of Sequencer-Bus-Action etc. ==> see Spec),i_digcore.i_cckgen.conf_halt_on_seq_busy_i,,
,,,-76,,,cck_halt_on_seq_pirq,1,0,r/w,Halt during active PIRQ ( 0 OR 1),i_digcore.i_cckgen.conf_halt_on_seq_pirq_i,,
,,,-76,,,cck_halt_on_seq_wait,0,0,r/w,Halt while Sequencer is in WAIT state,i_digcore.i_cckgen.conf_halt_on_seq_wait_i,,
cck_cnt_phase1,reg,,77,,004D,,7:0,10,r/w,(Number of cycles – 1) in phase 1 (High if cck_invert_clock=,i_digcore.i_cckgen.conf_cck_cnt_phase1_i,,8
cck_cnt_phase2,reg,,78,,004E,,7:0,10,r/w,(Number of cycles - 1) in phase 2 (Low if cck_invert_clock=0),i_digcore.i_cckgen.conf_cck_cnt_phase2_i,,8
# --- TX Clock Based Sensor Clock Shift ---,,,-78,,,,,,,,,,
cck_sensor_ctrl,reg,,79,,004F,,,,,,,,
,,,-79,,,cck_sensor_rowcol_clk_mode,3,0,r/w,ACQ becomes RowClock / ACQ&&Sens-Clock = Col-Clock,i_digcore.i_cckgen.conf_cck_sensor_rowcol_clk_mode_i,,
,,,-79,,,cck_sensor_sensdelay,2,0,r/w,Sens Delay for TX clock based SensorClockShift,i_digcore.i_cckgen.conf_cck_sensor_sensdelay_i,,
,,,-79,,,cck_sensor_clk_mode,1:0,0,r/w,SensorClockShift Mode 00=OFF/10=Fixed/11=Measured,i_digcore.i_cckgen.conf_cck_sensor_clk_mode_i,,
cck_sensor_delay,reg,,80,,0050,,7:0,0,r/w,SensorClockShift – Programmed timeshi,i_digcore.i_cckgen.conf_cck_sensor_delay_i,,
cck_sensor_delay_mon,reg,,81,,0051,,7:0,0,r,Monitoring of actual used timeshift,i_digcore.i_cckgen.cck_sensor_delay_mon_o,,
cck_sensor_period,reg,,82,,0052,,7:0,19,r/w,Period of Sensor Clock ( in TX-cycles) –,i_digcore.i_cckgen.conf_cck_sensor_period_i,,
# --- DIN Sampling Control ---,,,-82,,,,,,,,,,0
din_smp_cntrl,reg,,83,,0053,,,,,Configuration/control for DIN sampler,,,0
,,,-83,,,din_smp_acq,4,0,w/pulse,Write '1' to acquire sample of DIN.,i_digcore.i_din_sampler.conf_din_smp_acq_i,,1
,,,-83,,,no_reg4,3:2,0,r/w,,,,
